0.000000,100.000000,315360000.000000
1.000000,103.961314,103.962354
2.000000,103.961314,103.962354
3.000000,103.961314,103.962354
4.000000,103.961314,103.962354
5.000000,103.961314,103.963394
6.000000,103.961314,103.964434
7.000000,103.961314,103.965474
8.000000,103.961314,103.966514
9.000000,103.961314,103.967554
10.000000,103.961314,103.967554
11.000000,103.961314,103.967554
12.000000,103.961314,103.967554
13.000000,103.961314,103.966514
14.000000,103.961314,103.965474
15.000000,103.961314,103.964434
16.000000,103.961314,103.963394
17.000000,103.961314,103.962354
18.000000,103.961314,103.962354
19.000000,103.961314,103.962354
20.000000,103.961314,103.962354
21.000000,103.961314,103.962354
22.000000,103.961314,103.962354
23.000000,103.961314,103.962354
24.000000,103.961314,103.963394
25.000000,103.961314,103.964434
26.000000,103.961314,103.965474
27.000000,103.961314,103.966514
28.000000,103.961314,103.968594
29.000000,103.961314,103.970674
30.000000,103.961314,103.971714
31.000000,103.961314,103.971714
32.000000,103.961314,103.970674
33.000000,103.961314,103.968594
34.000000,103.961314,103.966514
35.000000,103.961314,103.965474
36.000000,103.961314,103.964434
37.000000,103.961314,103.963394
38.000000,103.961314,103.962354
39.000000,103.961314,103.962354
40.000000,103.961314,103.962354
41.000000,103.961314,103.962354
42.000000,103.961314,103.962354
43.000000,103.961314,103.963394
44.000000,103.961314,103.964434
45.000000,103.961314,103.965474
46.000000,103.961314,103.967554
47.000000,103.961314,103.970674
48.000000,103.961314,103.974834
49.000000,103.961314,103.977954
50.000000,103.961314,103.980033
51.000000,103.961314,103.980033
52.000000,103.961314,103.977954
53.000000,103.961314,103.974834
54.000000,103.961314,103.970674
55.000000,103.961314,103.967554
56.000000,103.961314,103.965474
57.000000,103.961314,103.964434
58.000000,103.961314,103.963394
59.000000,103.961314,103.962354
60.000000,103.961314,103.962354
61.000000,103.961314,103.962354
62.000000,103.961314,103.963394
63.000000,103.961314,103.964434
64.000000,103.961314,103.965474
65.000000,103.961314,103.968594
66.000000,103.961314,103.972754
67.000000,103.961314,103.978994
68.000000,103.961314,103.985233
69.000000,103.961314,103.992513
70.000000,103.961314,103.997713
71.000000,103.961314,103.997713
72.000000,103.961314,103.992513
73.000000,103.961314,103.985233
74.000000,103.961314,103.978994
75.000000,103.961314,103.972754
76.000000,103.961314,103.968594
77.000000,103.961314,103.965474
78.000000,103.961314,103.964434
79.000000,103.961314,103.963394
80.000000,103.961314,103.962354
81.000000,103.961314,103.963394
82.000000,103.961314,103.964434
83.000000,103.961314,103.965474
84.000000,103.961314,103.968594
85.000000,103.961314,103.973794
86.000000,103.961314,103.981073
87.000000,103.961314,103.991473
88.000000,103.961314,104.008113
89.000000,103.961314,104.018513
90.000000,103.961314,103.987363
91.000000,103.961314,103.987363
92.000000,103.961314,104.018513
93.000000,103.961314,104.008113
94.000000,103.961314,103.991473
95.000000,103.961314,103.981073
96.000000,103.961314,103.973794
97.000000,103.961314,103.968594
