1,4.23145e-12,3.94461e-12,2.35232e-12,3.94461e-12,8.7362e-12
2,4.97087e-12,4.42886e-12,2.68772e-12,4.77845e-12,1.06957e-11
3,5.82201e-12,4.92156e-12,3.06617e-12,5.82201e-12,1.30054e-11
4,6.77699e-12,5.39681e-12,3.4868e-12,7.1245e-12,1.55918e-11
5,7.80895e-12,5.82198e-12,3.94461e-12,8.7362e-12,1.82602e-11
6,8.86493e-12,6.16108e-12,4.42886e-12,1.06957e-11,2.06701e-11
7,9.86249e-12,6.38067e-12,4.92156e-12,1.30054e-11,2.23828e-11
8,1.06956e-11,6.45678e-12,5.39681e-12,1.55918e-11,2.30069e-11
9,1.12534e-11,6.38067e-12,5.82198e-12,1.82602e-11,2.23828e-11
10,1.14503e-11,6.16108e-12,6.16108e-12,2.06701e-11,2.06701e-11
11,1.12534e-11,5.82198e-12,6.38067e-12,2.23828e-11,1.82602e-11
12,1.06956e-11,5.39681e-12,6.45678e-12,2.30069e-11,1.55918e-11
13,9.86249e-12,4.92156e-12,6.38067e-12,2.23828e-11,1.30054e-11
14,8.86493e-12,4.42886e-12,6.16108e-12,2.06701e-11,1.06957e-11
15,7.80895e-12,3.94461e-12,5.82198e-12,1.82602e-11,8.7362e-12
16,6.77699e-12,3.4868e-12,5.39681e-12,1.55918e-11,7.1245e-12
17,5.82201e-12,3.06617e-12,4.92156e-12,1.30054e-11,5.82201e-12
18,4.97087e-12,2.68772e-12,4.42886e-12,1.06957e-11,4.77845e-12
19,4.23145e-12,2.35232e-12,3.94461e-12,8.7362e-12,3.94461e-12
20,3.59989e-12,2.05822e-12,3.4868e-12,7.1245e-12,3.27761e-12
21,4.97087e-12,4.77845e-12,2.68772e-12,4.42886e-12,1.06957e-11
22,5.95384e-12,5.45435e-12,3.11116e-12,5.45435e-12,1.35153e-11
23,7.1245e-12,6.16111e-12,3.59989e-12,6.77699e-12,1.70301e-11
24,8.48778e-12,6.86115e-12,4.15655e-12,8.48778e-12,2.12166e-11
25,1.00204e-11,7.5027e-12,4.77845e-12,1.06957e-11,2.58206e-11
26,1.1653e-11,8.0248e-12,5.45435e-12,1.35153e-11,3.0236e-11
27,1.32561e-11,8.36786e-12,6.16111e-12,1.70301e-11,3.35276e-11
28,1.46406e-11,8.48768e-12,6.86115e-12,2.12166e-11,3.47595e-11
29,1.55915e-11,8.36786e-12,7.5027e-12,2.58206e-11,3.35276e-11
30,1.59315e-11,8.0248e-12,8.0248e-12,3.0236e-11,3.0236e-11
31,1.55915e-11,7.5027e-12,8.36786e-12,3.35276e-11,2.58206e-11
32,1.46406e-11,6.86115e-12,8.48768e-12,3.47595e-11,2.12166e-11
33,1.32561e-11,6.16111e-12,8.36786e-12,3.35276e-11,1.70301e-11
34,1.1653e-11,5.45435e-12,8.0248e-12,3.0236e-11,1.35153e-11
35,1.00204e-11,4.77845e-12,7.5027e-12,2.58206e-11,1.06957e-11
36,8.48778e-12,4.15655e-12,6.86115e-12,2.12166e-11,8.48778e-12
37,7.1245e-12,3.59989e-12,6.16111e-12,1.70301e-11,6.77699e-12
38,5.95384e-12,3.11116e-12,5.45435e-12,1.35153e-11,5.45435e-12
39,4.97087e-12,2.68772e-12,4.77845e-12,1.06957e-11,4.42886e-12
40,4.15655e-12,2.32404e-12,4.15655e-12,8.48778e-12,3.62911e-12
41,5.82201e-12,5.82201e-12,3.06617e-12,4.92156e-12,1.30054e-11
42,7.1245e-12,6.77699e-12,3.59989e-12,6.16111e-12,1.70301e-11
43,8.7362e-12,7.80895e-12,4.23145e-12,7.80895e-12,2.23837e-11
44,1.06957e-11,8.86493e-12,4.97087e-12,1.00204e-11,2.92576e-11
45,1.30054e-11,9.86249e-12,5.82201e-12,1.30054e-11,3.7465e-11
46,1.55918e-11,1.06956e-11,6.77699e-12,1.70301e-11,4.60054e-11
